Date,Operating Reserve,Temperature,Holiday
20200830,4086.0,30.009863056519453,2
20200831,4719.0,28.43688394097808,0
20200901,4478.0,29.064971896384094,0
20200902,3868.0,30.55403546516385,0
20200903,4811.0,28.443024291204733,0
20200904,4870.0,29.03712742654335,0
20200905,3922.0,28.70195025151976,2
20200906,3873.0,27.785222012014707,2
20200907,4362.0,28.153676454047243,0
20200908,4155.0,29.16610152281378,0
20200909,4176.0,29.148031547937325,0
20200910,4255.0,28.39991262503371,0
20200911,4084.0,29.01915901007834,0
20200912,3383.0,28.559533258973765,2
20200913,3024.0,28.122118931308616,2
20200914,3718.0,29.149071543645828,0
20200915,3725.0,29.399546716869263,0
20200916,3733.0,29.740819157922374,0
20200917,3724.0,30.257824923261072,0
20200918,3729.0,29.937076032412662,0
20200919,3317.0,29.4815946283616,2
20200920,3885.0,27.83340690802379,2
20200921,4562.0,28.02246945089858,0
20200922,5125.0,27.7763589285498,0
20200923,4772.0,27.98421387498149,0
20200924,5434.0,26.378055966947564,0
20200925,5274.0,25.486642976914176,0
20200926,4547.0,25.79943293412034,0
20200927,4489.0,24.143230121113646,2
20200928,4555.0,24.48789293087205,0
20200929,4259.0,25.887705140822142,0
20200930,5285.0,24.126611449494945,0
20201001,4645.0,26.227612460814754,2
20201002,3460.0,27.31083083717059,2
20201003,3418.0,28.072981198252055,2
20201004,3591.0,28.621621843271882,2
20201005,4539.0,26.102771995217058,0
20201006,4239.0,25.380750512519874,0
20201007,4100.0,25.069985042800013,0
20201008,4718.0,25.04337439054447,0
20201009,4310.0,24.658312697811166,2
20201010,3295.0,25.178381160281212,2
20201011,3088.0,26.414121550950767,2
20201012,3361.0,27.049080758250064,0
20201013,3465.0,26.21766696726918,0
20201014,3992.0,26.43299606398582,0
20201015,3926.0,26.487450945056242,0
20201016,3801.0,26.26052480230317,0
20201017,4087.0,24.743379019477114,2
20201018,3946.0,24.091225873619884,2
20201019,4505.0,24.247873391708563,0
20201020,4244.0,25.087754625286358,0
20201021,3309.0,25.9167046993122,0
20201022,4341.0,23.222393027158795,0
20201023,4003.0,20.978296572562755,0
20201024,3892.0,23.18471100009913,2
20201025,4025.0,24.669615945677958,2
20201026,3503.0,25.761276456914835,0
20201027,3402.0,26.15210838920807,0
20201028,3470.0,26.12520991498832,0
20201029,3707.0,25.224444602244287,0
20201030,4215.0,23.945037870725592,0
20201031,3719.0,23.735620792399107,2
20201101,3569.0,24.96750997290869,2
20201102,3523.0,24.705565917607718,0
